id_course,ville,depart,arrivee,duree_estimee,distance,prix_eco,prix_confort,prix_confort_plus,heure_plage,disponibilite_vehicules,heure_plage_imputed,heure_num,is_pointe,is_nuit,dispo_ordinal,ville_encoded,vitesse_kmh,log_distance,log_duree,log_prix_eco
1,Douala,Marché de Bonamoussadi,Russian International School Douala,6.0,3.457,750.0,850.0,950.0,13h–14h,vert,0,13,0,0,0,0,34.56999999999999,1.4944758939644187,1.9459101490553132,6.621405651764134
3,Douala,Akwa Palace,Logbaba yuliana,33.0,9.347,1750.0,2350.0,2850.0,13h–14h,vert,0,13,0,0,0,0,16.994545454545452,2.3366966226228136,3.5263605246161616,7.467942332285852
4,Douala,Santa lucia bonaberie,Lycée des Palmiers,47.0,14.393,2600.0,3500.0,4300.0,14h–15h,vert,0,14,0,0,0,0,18.37404255319149,2.7339128606279375,3.871201010907891,7.8636512654486515
5,Douala,Marché de Bonamoussadi,Collège évangélique de newbell,34.0,9.964,2650.0,2800.0,3150.0,13h–14h,jaune,0,13,0,0,1,0,17.583529411764708,2.3946171784405395,3.5553480614894135,7.8826922062890254
6,Douala,Marché de Bonamoussadi,Hôtel la Falaise Bonanjo,26.0,8.911,1700.0,2300.0,2800.0,13h–14h,vert,0,13,0,0,0,0,20.563846153846153,2.2936452514245715,3.295836866004329,7.438971592395862
7,Douala,Santa lucia bonaberie,Le forgeron de bonateki,22.0,7.679,1400.0,1900.0,2350.0,14h–15h,vert,0,14,0,0,0,0,20.942727272727275,2.1609063146621077,3.1354942159291497,7.244941546337007
8,Douala,Akwa Palace,Marché Mboppi,15.0,3.005,950.0,1200.0,1450.0,13h–14h,jaune,0,13,0,0,1,0,12.02,1.3875435805203225,2.772588722239781,6.85751406254539
9,Douala,Marché de Bonamoussadi,Poste Centrale De Bonandjo,29.0,9.267,1800.0,2400.0,2950.0,13h–14h,vert,0,13,0,0,0,0,19.17310344827586,2.3289348683168276,3.4011973816621555,7.496097345175956
10,Douala,Marché de Bonamoussadi,Corner Cafe Bonanjo,29.0,9.033,1800.0,2400.0,2950.0,13h–14h,vert,0,13,0,0,0,0,18.688965517241378,2.305879659943476,3.4011973816621555,7.496097345175956
11,Douala,Marché de Bonamoussadi,Akwa idéal,8.0,7.102,1000.0,1100.0,1200.0,13h–14h,vert,0,13,0,0,0,0,53.265,2.0921109447804986,2.1972245773362196,6.90875477931522
12,Douala,Marché de Bonamoussadi,"Carrefour du centre équestre, Bonaberi",27.0,10.222,2250.0,3100.0,3750.0,13h–14h,vert,0,13,0,0,0,0,22.715555555555554,2.41787613732878,3.332204510175204,7.719129840906732
13,Douala,Akwa Nord,Mboppi Baptist Hospital,21.0,5.769,1250.0,1700.0,2100.0,14h–15h,vert,0,14,0,0,0,0,16.482857142857146,1.9123533655264706,3.091042453358316,7.1316985104669115
14,Douala,Akwa Palace,Derrière Total Bonatéki Deido,14.0,3.131,850.0,1150.0,1400.0,13h–14h,vert,0,13,0,0,0,0,13.418571428571427,1.4185195084146276,2.70805020110221,6.7464121285733745
15,Douala,Akwa Palace,Pk 17 dernière la chefferie,64.0,16.293,4050.0,5500.0,6700.0,13h–14h,jaune,0,13,0,0,1,0,15.274687499999999,2.850301795343785,4.174387269895637,8.30671904320269
16,Douala,Santa lucia bonaberie,"Lendi, station service Bocom",73.0,18.693,4250.0,5700.0,6950.0,14h–15h,orange,0,14,0,0,2,0,15.364109589041098,2.9802632426500595,4.30406509320417,8.35490952835879
17,Douala,Akwa Nord,Stade de Japoma,63.0,20.259,4850.0,6250.0,7600.0,14h–15h,jaune,0,14,0,0,1,0,19.294285714285714,3.056780335118925,4.1588830833596715,8.486940148245216
18,Douala,Santa lucia bonaberie,Hôpital De District Cité Des Palmiers,47.0,13.859,2550.0,3400.0,4200.0,14h–15h,jaune,0,14,0,0,1,0,17.692340425531913,2.6986057422742102,3.871201010907891,7.844240718141811
19,Douala,Marché de Bonamoussadi,Cnps Bonanjo,33.0,9.557,1900.0,2600.0,3150.0,13h–14h,vert,0,13,0,0,0,0,17.376363636363635,2.3567891470075577,3.5263605246161616,7.550135342488429
20,Douala,Marché de Bonamoussadi,Marché de Mambanda,29.0,7.614,2400.0,3300.0,4000.0,13h–14h,vert,0,13,0,0,0,0,15.753103448275862,2.153388786631919,3.4011973816621555,7.783640596221253
21,Douala,Santa lucia bonaberie,Collège évangélique de newbell,41.0,11.355,2200.0,2900.0,3550.0,14h–15h,vert,0,14,0,0,0,0,16.617073170731707,2.5140608394405732,3.7376696182833684,7.696667081526462
22,Douala,Marché de Bonamoussadi,Lycée de Makepe,14.0,4.03,900.0,1200.0,1450.0,13h–14h,vert,0,13,0,0,0,0,17.271428571428572,1.6154199841116479,2.70805020110221,6.803505257608338
23,Douala,Marché de Bonamoussadi,Akwa I,23.0,7.102,1950.0,2050.0,2350.0,13h–14h,vert,0,13,0,0,0,0,18.52695652173913,2.0921109447804986,3.1780538303479458,7.576097340623111
24,Douala,Akwa Palace,Total Bessengue,8.0,1.98,650.0,750.0,900.0,13h–14h,jaune,0,13,0,0,1,0,14.85,1.091923300517313,2.1972245773362196,6.478509642208569
25,Douala,Santa lucia bonaberie,Rond-Point Deido,16.0,6.138,1100.0,1500.0,1850.0,14h–15h,vert,0,14,0,0,0,0,23.0175,1.9654326250679686,2.833213344056216,7.00397413672268
26,Douala,Marché de Bonamoussadi,Makepe Missoke,21.0,7.944,2050.0,2200.0,2300.0,13h–14h,vert,0,13,0,0,0,0,22.697142857142858,2.1909829164127435,3.091042453358316,7.62608275807238
27,Douala,Akwa Palace,Hôpital De District De Logbaba,30.0,8.287,1700.0,2150.0,2650.0,13h–14h,jaune,0,13,0,0,1,0,16.574,2.2286155727938715,3.4339872044851463,7.438971592395862
28,Douala,Marché de Bonamoussadi,Douche Akwa,23.0,7.614,2100.0,2250.0,2550.0,13h–14h,vert,0,13,0,0,0,0,19.862608695652174,2.153388786631919,3.1780538303479458,7.650168700845001
29,Douala,Santa lucia bonaberie,Compagnie de Gendarmerie Ndogbon,41.0,11.012,2500.0,3400.0,4150.0,14h–15h,vert,0,14,0,0,0,0,16.115121951219514,2.485906150121084,3.7376696182833684,7.824445930877619
30,Douala,Akwa Palace,Marché Ndogpassi,23.0,24.115,2250.0,3200.0,3850.0,13h–14h,vert,0,13,0,0,0,0,62.908695652173904,3.223465277202008,3.1780538303479458,7.719129840906732
31,Douala,Akwa Palace,Akwa I,4.0,0.691,450.0,650.0,800.0,13h–14h,vert,0,13,0,0,0,0,10.365,0.5253200699164433,1.6094379124341003,6.111467339502679
32,Douala,Akwa Nord,Derrière Total Bonatéki Deido,2.0,2.077,450.0,650.0,850.0,13h–14h,vert,0,13,0,0,0,0,62.31,1.1239550963399048,1.0986122886681098,6.111467339502679
33,Douala,Marché de Bonamoussadi,Bonaberi,32.0,12.118,2200.0,3050.0,3700.0,13h–14h,vert,0,13,0,0,0,0,22.72125,2.5739853328715436,3.4965075614664802,7.696667081526462
34,Douala,Marché de Bonamoussadi,Missoke Palace,17.0,5.219,1900.0,2000.0,2000.0,13h–14h,vert,0,13,0,0,0,0,18.42,1.8276091221217523,2.8903717578961645,7.550135342488429
35,Douala,Santa lucia bonaberie,Cite des Palmiers,48.0,13.859,2600.0,3500.0,4300.0,14h–15h,jaune,0,14,0,0,1,0,17.32375,2.6986057422742102,3.8918202981106265,7.8636512654486515
36,Douala,Santa lucia bonaberie,Hôtel Deido Plage,21.0,7.212,1350.0,1800.0,2200.0,14h–15h,vert,0,14,0,0,0,0,20.605714285714285,2.105596499156687,3.091042453358316,7.208600337960199
37,Douala,Akwa Palace,Maison H,13.0,3.649,800.0,1100.0,1350.0,13h–14h,vert,0,13,0,0,0,0,16.841538461538462,1.5366521427084476,2.6390573296152584,6.68586094706836
38,Douala,Marché de Bonamoussadi,Akwa Palace,24.0,7.888,2400.0,2550.0,2600.0,13h–14h,vert,0,13,0,0,0,0,19.72,2.184702052337329,3.2188758248682006,7.783640596221253
39,Douala,Akwa Nord,Rond-Point Deido,11.0,3.135,650.0,900.0,1150.0,13h–14h,vert,0,13,0,0,0,0,17.1,1.4194873284756546,2.4849066497880004,6.478509642208569
40,Douala,Akwa Nord,Corner Cafe Bonanjo,22.0,6.739,1400.0,1750.0,2150.0,13h–14h,jaune,0,13,0,0,1,0,18.37909090909091,2.046272480288322,3.1354942159291497,7.244941546337007
41,Douala,Santa lucia bonaberie,Logbessou nickel oil,32.0,15.465,1950.0,2600.0,3200.0,14h–15h,vert,0,14,0,0,0,0,28.996875,2.8012369158283277,3.4965075614664802,7.576097340623111
42,Douala,Akwa Nord,Bonanjo Immeuble Allianz,22.0,7.08,1400.0,1750.0,2150.0,13h–14h,vert,0,13,0,0,0,0,19.309090909090912,2.089391872533004,3.1354942159291497,7.244941546337007
43,Douala,Santa lucia bonaberie,Maison Blanche,31.0,10.296,1900.0,2550.0,3100.0,14h–15h,vert,0,14,0,0,0,0,19.92774193548387,2.4244486807508863,3.4657359027997265,7.550135342488429
44,Douala,Akwa Nord,Hospital de Japoma,48.0,21.31,3400.0,4650.0,5700.0,14h–15h,vert,0,14,0,0,0,0,26.637499999999996,3.105035008444441,3.8918202981106265,8.131824785007195
45,Douala,Santa lucia bonaberie,Chefferie Kotto Village,41.0,14.062,2400.0,3250.0,3950.0,14h–15h,vert,0,14,0,0,0,0,20.578536585365853,2.71217501567916,3.7376696182833684,7.783640596221253
46,Douala,Marché de Bonamoussadi,Gare Routière Sodiko Bonaberi,31.0,13.37,2900.0,4050.0,4950.0,13h–14h,vert,0,13,0,0,0,0,25.877419354838704,2.6651427000909336,3.4657359027997265,7.972810784121404
47,Douala,Marché de Bonamoussadi,Mosquée de Maképé Missoké,18.0,5.385,1850.0,1950.0,2000.0,13h–14h,jaune,0,13,0,0,1,0,17.95,1.8539514894845026,2.9444389791664403,7.523481312573497
48,Douala,Santa lucia bonaberie,Hospital de Japoma,63.0,29.47,3950.0,4900.0,5950.0,14h–15h,jaune,0,14,0,0,1,0,28.066666666666663,3.416742592997618,4.1588830833596715,8.281723990411392
49,Douala,Santa lucia bonaberie,Aéroport international de Douala,36.0,14.848,2450.0,3350.0,4050.0,14h–15h,vert,0,14,0,0,0,0,24.74666666666667,2.7630433093962496,3.6109179126442243,7.804251383528112
50,Douala,Akwa Palace,"Logpom, Carrefour Bassong",33.0,11.492,2500.0,2750.0,3350.0,13h–14h,vert,0,13,0,0,0,0,20.894545454545455,2.5250884394208324,3.5263605246161616,7.824445930877619
51,Douala,Marché de Bonamoussadi,Makepe St Tropez,13.0,3.815,850.0,1200.0,1450.0,13h–14h,vert,0,13,0,0,0,0,17.607692307692307,1.5717360452500888,2.6390573296152584,6.7464121285733745
52,Douala,Santa lucia bonaberie,Zachman Ndogbong,56.0,13.202,4300.0,5900.0,7150.0,14h–15h,vert,0,14,0,0,0,0,14.145,2.653382799759902,4.04305126783455,8.366602832783736
53,Douala,Marché de Bonamoussadi,Akwa Nord,9.0,2.628,1300.0,1400.0,1400.0,13h–14h,vert,0,13,0,0,0,0,17.520000000000003,1.2886815322528902,2.302585092994046,7.170888478512505
54,Douala,Akwa Palace,Hôtel Deido Plage,14.0,3.168,850.0,1100.0,1400.0,13h–14h,vert,0,13,0,0,0,0,13.577142857142858,1.4274363044510658,2.70805020110221,6.7464121285733745
55,Douala,Akwa Palace,"Opium Night Club, Bonapriso Douala",11.0,3.997,850.0,1150.0,1400.0,13h–14h,vert,0,13,0,0,0,0,21.801818181818184,1.608837732362068,2.4849066497880004,6.7464121285733745
56,Douala,Akwa Palace,Mboppi Baptist Hospital,13.0,5.635,750.0,1000.0,1200.0,13h–14h,orange,0,13,0,0,2,0,26.007692307692306,1.8923586677841708,2.6390573296152584,6.621405651764134
57,Douala,Marché de Bonamoussadi,Rail bonaberi,35.0,14.244,3150.0,4400.0,5300.0,13h–14h,vert,0,13,0,0,0,0,24.418285714285712,2.7241859830116137,3.58351893845611,8.055475141757274
58,Douala,Akwa Palace,Total énergie logbaba,32.0,9.347,1800.0,2400.0,2950.0,13h–14h,vert,0,13,0,0,0,0,17.525624999999998,2.3366966226228136,3.4965075614664802,7.496097345175956
59,Douala,Akwa Nord,Poste Centrale De Bonandjo,22.0,6.972,1300.0,1750.0,2150.0,13h–14h,vert,0,13,0,0,0,0,19.014545454545456,2.0759354023505483,3.1354942159291497,7.170888478512505
60,Douala,Santa lucia bonaberie,Lendi derrière école felima,49.0,18.693,3100.0,4150.0,5100.0,14h–15h,vert,0,14,0,0,0,0,22.889387755102042,2.9802632426500595,3.912023005428146,8.03947991910045
61,Douala,Santa lucia bonaberie,Ndogbong Biffaga,40.0,13.202,2450.0,3300.0,4050.0,14h–15h,vert,0,14,0,0,0,0,19.803,2.653382799759902,3.713572066704308,7.804251383528112
62,Douala,Akwa Nord,Bonaberi Rail Daas,28.0,9.824,2800.0,3300.0,4050.0,13h–14h,jaune,0,13,0,0,1,0,21.05142857142857,2.381765890868487,3.367295829986474,7.937731775260109
63,Douala,Akwa Nord,Chefferie du Village Japoma,56.0,17.387,3950.0,5350.0,6550.0,14h–15h,vert,0,14,0,0,0,0,18.62892857142857,2.9116438931717044,4.04305126783455,8.281723990411392
64,Douala,Santa lucia bonaberie,Logbessou chefferie,46.0,15.465,2850.0,3900.0,4750.0,14h–15h,vert,0,14,0,0,0,0,20.17173913043478,2.8012369158283277,3.8501476017100584,7.955425088912672
66,Douala,Marché de Bonamoussadi,Douala 5e,40.0,0.328,2700.0,3700.0,4550.0,13h–14h,vert,0,13,0,0,0,0,0.49200000000000005,0.2836740510542421,3.713572066704308,7.901377353792616
67,Douala,Marché de Bonamoussadi,Poste Centrale Bonajo,33.0,9.267,1850.0,2500.0,3100.0,13h–14h,vert,0,13,0,0,0,0,16.849090909090908,2.3289348683168276,3.5263605246161616,7.523481312573497
68,Douala,Akwa Palace,Douala 3e,54.0,8.296,3550.0,4800.0,5850.0,13h–14h,jaune,0,13,0,0,1,0,9.217777777777776,2.229584200109555,4.007333185232471,8.174984532943087
69,Douala,Santa lucia bonaberie,New Bell Bassa,39.0,10.525,2300.0,2800.0,3400.0,14h–15h,vert,0,14,0,0,0,0,16.192307692307693,2.4445185888827123,3.6888794541139363,7.741099090035366
70,Douala,Akwa Nord,Cnps Bonanjo,23.0,7.263,1450.0,1850.0,2250.0,13h–14h,vert,0,13,0,0,0,0,18.94695652173913,2.1117877177190474,3.1780538303479458,7.280008252884188
71,Douala,Akwa Palace,Gendarmerie pk17,32.0,16.293,1850.0,2500.0,3050.0,13h–14h,vert,0,13,0,0,0,0,30.549374999999998,2.850301795343785,3.4965075614664802,7.523481312573497
72,Douala,Santa lucia bonaberie,Cheval blanc bonamoussadi,46.0,11.831,2550.0,3350.0,4150.0,14h–15h,jaune,0,14,0,0,1,0,15.431739130434782,2.5518641179128814,3.8501476017100584,7.844240718141811
73,Douala,Santa lucia bonaberie,École la Citadelle Ndogbong,38.0,12.464,2250.0,3000.0,3650.0,14h–15h,vert,0,14,0,0,0,0,19.680000000000003,2.600019456888505,3.6635616461296463,7.719129840906732
74,Douala,Akwa Palace,Résidence Blue Sky,9.0,2.734,700.0,800.0,1000.0,13h–14h,jaune,0,13,0,0,1,0,18.226666666666667,1.3174800451195308,2.302585092994046,6.55250788703459
75,Douala,Akwa Nord,"Carrefour du centre équestre, Bonaberi",21.0,7.927,1850.0,2450.0,3000.0,13h–14h,jaune,0,13,0,0,1,0,22.64857142857143,2.189080392197225,3.091042453358316,7.523481312573497
76,Douala,Santa lucia bonaberie,Collège évangélique de newbell,40.0,11.355,2350.0,2900.0,3550.0,14h–15h,vert,0,14,0,0,0,0,17.032500000000002,2.5140608394405732,3.713572066704308,7.762596048540069
77,Douala,Santa lucia bonaberie,Communaute bandjoun douala newbell,41.0,11.101,2400.0,2950.0,3600.0,14h–15h,jaune,0,14,0,0,1,0,16.245365853658537,2.4932880938159157,3.7376696182833684,7.783640596221253
78,Douala,Santa lucia bonaberie,Marché Monkam de Ndokoti,37.0,10.96,2100.0,2800.0,3450.0,14h–15h,vert,0,14,0,0,0,0,17.772972972972973,2.481567748522486,3.6375861597263857,7.650168700845001
79,Douala,Akwa Palace,Hôtel Deido Plage,15.0,3.168,850.0,1150.0,1400.0,13h–14h,vert,0,13,0,0,0,0,12.672,1.4274363044510658,2.772588722239781,6.7464121285733745
80,Douala,Akwa Palace,Centrale à gaz Ndogpassi 2,30.0,9.636,2550.0,3550.0,4300.0,13h–14h,vert,0,13,0,0,0,0,19.272,2.3642444733807735,3.4339872044851463,7.844240718141811
81,Douala,Santa lucia bonaberie,Kotto immeuble Tampico,41.0,13.0,2450.0,3300.0,4000.0,14h–15h,vert,0,14,0,0,0,0,19.024390243902438,2.6390573296152584,3.7376696182833684,7.804251383528112
82,Douala,Marché de Bonamoussadi,Lendi derrière école felima,24.0,7.702,2850.0,3000.0,3100.0,13h–14h,jaune,0,13,0,0,1,0,19.255,2.1635528842984884,3.2188758248682006,7.955425088912672
83,Douala,Marché de Bonamoussadi,Makepe Bloc L,11.0,7.938,900.0,1100.0,1350.0,13h–14h,jaune,0,13,0,0,1,0,43.29818181818182,2.1903118505112595,2.4849066497880004,6.803505257608338
84,Douala,Akwa Nord,Derrière Total Bonatéki Deido,6.0,2.077,500.0,650.0,850.0,13h–14h,vert,0,13,0,0,0,0,20.77,1.1239550963399048,1.9459101490553132,6.2166061010848646
85,Douala,Marché de Bonamoussadi,Makepe Entrée École Sira Bloc L,10.0,7.944,800.0,950.0,1200.0,13h–14h,jaune,0,13,0,0,1,0,47.664,2.1909829164127435,2.3978952727983707,6.68586094706836
86,Douala,Santa lucia bonaberie,Kotto-Bloc,37.0,12.908,2250.0,3050.0,3750.0,14h–15h,vert,0,14,0,0,0,0,20.93189189189189,2.6324642141456147,3.6375861597263857,7.719129840906732
87,Douala,Akwa Nord,Hôtel Deido Plage,10.0,2.748,650.0,900.0,1100.0,13h–14h,vert,0,13,0,0,0,0,16.488000000000003,1.3212223643761758,2.3978952727983707,6.478509642208569
88,Douala,Akwa Nord,Bonapriso,25.0,8.175,1450.0,2000.0,2450.0,13h–14h,vert,0,13,0,0,0,0,19.62,2.216482393940634,3.258096538021482,7.280008252884188
89,Douala,Marché de Bonamoussadi,Collège Ippb Bonamoussadi,6.0,1.271,1050.0,1150.0,1200.0,13h–14h,vert,0,13,0,0,0,0,12.709999999999999,0.8202202631234213,1.9459101490553132,6.957497370876951
91,Douala,Akwa Palace,Chapelle Canaan Logbaba,39.0,9.347,2300.0,2850.0,3500.0,13h–14h,vert,0,13,0,0,0,0,14.379999999999999,2.3366966226228136,3.6888794541139363,7.741099090035366
92,Douala,Santa lucia bonaberie,Lycée de Japoma,7.0,20.018,3950.0,4900.0,6000.0,14h–15h,vert,0,14,0,0,0,0,120.0,3.045379213443405,2.0794415416798357,8.281723990411392
93,Douala,Marché de Bonamoussadi,"Lendi, station service Bocom",40.0,7.702,4250.0,4550.0,4650.0,13h–14h,jaune,0,13,0,0,1,0,11.553,2.1635528842984884,3.713572066704308,8.35490952835879
94,Douala,Akwa Palace,Mairie Logbaba,31.0,9.347,1750.0,2250.0,2750.0,13h–14h,jaune,0,13,0,0,1,0,18.090967741935483,2.3366966226228136,3.4657359027997265,7.467942332285852
95,Douala,Santa lucia bonaberie,Derrière Total Bonatéki Deido,21.0,7.175,1450.0,1800.0,2200.0,14h–15h,jaune,0,14,0,0,1,0,20.5,2.101080716783317,3.091042453358316,7.280008252884188
96,Douala,Santa lucia bonaberie,Ndokoti Gare,46.0,10.96,2500.0,3350.0,4100.0,14h–15h,jaune,0,14,0,0,1,0,14.295652173913044,2.481567748522486,3.8501476017100584,7.824445930877619
97,Douala,Santa lucia bonaberie,UIC,43.0,15.151,2950.0,3700.0,4550.0,14h–15h,jaune,0,14,0,0,1,0,21.14093023255814,2.781981967256376,3.784189633918261,7.989899374942939
98,Douala,Santa lucia bonaberie,Kotto Antenne,37.0,12.521,2250.0,3050.0,3750.0,14h–15h,vert,0,14,0,0,0,0,20.304324324324323,2.604244032376621,3.6375861597263857,7.719129840906732
99,Douala,Marché de Bonamoussadi,Santa lucia bonaberie,31.0,11.621,2500.0,3450.0,4200.0,13h–14h,vert,0,13,0,0,0,0,22.49225806451613,2.5353620932764938,3.4657359027997265,7.824445930877619
100,Douala,Akwa Nord,Bonassama,17.0,6.427,1450.0,1900.0,2300.0,13h–14h,jaune,0,13,0,0,1,0,22.683529411764706,2.0051220086871595,2.8903717578961645,7.280008252884188
101,Douala,Marché de Bonamoussadi,Bonaberi Rail Daas,33.0,12.118,2900.0,4050.0,4900.0,13h–14h,vert,0,13,0,0,0,0,22.03272727272727,2.5739853328715436,3.5263605246161616,7.972810784121404
102,Douala,Santa lucia bonaberie,Pharmacie Cité des Palmiers,47.0,13.696,2600.0,3450.0,4250.0,14h–15h,vert,0,14,0,0,0,0,17.484255319148936,2.6875753479128246,3.871201010907891,7.8636512654486515
103,Douala,Akwa Nord,La Falaise Bonapriso,25.0,7.838,1450.0,1950.0,2400.0,13h–14h,vert,0,13,0,0,0,0,18.8112,2.1790606067085485,3.258096538021482,7.280008252884188
104,Douala,Akwa Palace,Marché Pk12,38.0,11.817,2350.0,3200.0,3950.0,13h–14h,vert,0,13,0,0,0,0,18.65842105263158,2.550772414747687,3.6635616461296463,7.762596048540069
105,Douala,Akwa Nord,Maison H,24.0,7.826,1450.0,1950.0,2350.0,13h–14h,vert,0,13,0,0,0,0,19.564999999999998,2.1777019108473556,3.2188758248682006,7.280008252884188
106,Douala,Akwa Palace,Jardin Logbaba,35.0,9.269,2000.0,2700.0,3350.0,13h–14h,vert,0,13,0,0,0,0,15.889714285714286,2.329129648216158,3.58351893845611,7.601402334583733
107,Douala,Santa lucia bonaberie,Pharmacie kotto,36.0,12.546,2200.0,2950.0,3600.0,14h–15h,vert,0,14,0,0,0,0,20.91,2.606091300792712,3.6109179126442243,7.696667081526462
108,Douala,Marché de Bonamoussadi,Entrée chefferie missoke,40.0,9.18,4250.0,4550.0,4650.0,13h–14h,jaune,0,13,0,0,1,0,13.77,2.3204250111223765,3.713572066704308,8.35490952835879
109,Douala,Akwa Nord,Lycée de Japoma,50.0,15.147,3300.0,4500.0,5450.0,14h–15h,jaune,0,14,0,0,1,0,18.1764,2.7817342738994837,3.9318256327243257,8.101980731853192
110,Douala,Santa lucia bonaberie,Palais de Justice Ndokoti,34.0,10.96,2050.0,2750.0,3350.0,14h–15h,vert,0,14,0,0,0,0,19.341176470588238,2.481567748522486,3.5553480614894135,7.62608275807238
111,Douala,Akwa Palace,La Falaise Bonapriso,13.0,3.661,800.0,1100.0,1350.0,13h–14h,vert,0,13,0,0,0,0,16.896923076923077,1.5392300173906037,2.6390573296152584,6.68586094706836
112,Douala,Marché de Bonamoussadi,Lycée Bilingue de Bonabéri,28.0,10.878,2300.0,3200.0,3900.0,13h–14h,vert,0,13,0,0,0,0,23.31,2.4746879495936684,3.367295829986474,7.741099090035366
113,Douala,Akwa Palace,Deido,13.0,2.702,750.0,1050.0,1300.0,13h–14h,vert,0,13,0,0,0,0,12.47076923076923,1.3088732141513058,2.6390573296152584,6.621405651764134
114,Douala,Santa lucia bonaberie,Makepe Missoke,34.0,11.018,2000.0,2700.0,3300.0,14h–15h,vert,0,14,0,0,0,0,19.443529411764708,2.4864055259117364,3.5553480614894135,7.601402334583733
115,Douala,Marché de Bonamoussadi,Bonanjo Immeuble Allianz,30.0,9.375,1850.0,2450.0,3000.0,13h–14h,vert,0,13,0,0,0,0,18.75,2.339399066116762,3.4339872044851463,7.523481312573497
116,Douala,Akwa Palace,Bonapriso,13.0,3.997,850.0,1100.0,1400.0,13h–14h,vert,0,13,0,0,0,0,18.447692307692307,1.608837732362068,2.6390573296152584,6.7464121285733745
117,Douala,Santa lucia bonaberie,"Carrefour du centre équestre, Bonaberi",2.0,2.039,500.0,700.0,900.0,14h–15h,vert,0,14,0,0,0,0,61.17,1.111528513934656,1.0986122886681098,6.2166061010848646
118,Douala,Akwa Nord,Marché Mboppi,15.0,5.203,1000.0,1350.0,1650.0,14h–15h,vert,0,14,0,0,0,0,20.812,1.8250330459909805,2.772588722239781,6.90875477931522
119,Douala,Marché de Bonamoussadi,Spar Bonaberi,28.0,10.975,2400.0,3300.0,4000.0,13h–14h,vert,0,13,0,0,0,0,23.517857142857142,2.482821143296979,3.367295829986474,7.783640596221253
120,Douala,Santa lucia bonaberie,Total Bonateki,19.0,7.175,1250.0,1750.0,2100.0,14h–15h,vert,0,14,0,0,0,0,22.657894736842106,2.101080716783317,2.995732273553991,7.1316985104669115
121,Douala,Marché de Bonamoussadi,Makepe Bm au niveau du carrefour Orly,15.0,7.614,900.0,1250.0,1550.0,13h–14h,vert,0,13,0,0,0,0,30.456,2.153388786631919,2.772588722239781,6.803505257608338
122,Douala,Akwa Palace,Avenue Japoma,29.0,4.954,1550.0,2100.0,2550.0,13h–14h,vert,0,13,0,0,0,0,10.249655172413792,1.7840632625935846,3.4011973816621555,7.346655163176539
123,Yaounde,Petit Genie D'Ebom,Frazati,6.0,1.568,750.0,,,21h–22h,jaune,0,21,0,0,1,1,15.68,0.9431273858277147,1.9459101490553132,6.621405651764134
124,Yaounde,Fustel de Coulanges,"Hôtel Hilton, Yaoundé Cameroun",6.0,1.769,450.0,550.0,750.0,05h–06h,vert,0,5,0,1,0,1,17.689999999999998,1.018486244188825,1.9459101490553132,6.111467339502679
125,Yaounde,Kazoo Dragage,Touristique,16.0,4.635,1400.0,,2150.0,12h–13h,vert,0,12,0,0,0,1,17.381249999999998,1.7289971474917396,2.833213344056216,7.244941546337007
126,Yaounde,Odza Petit Marché,Lycée Bilingue d'Essos,35.0,10.603,2750.0,3000.0,4000.0,13h–14h,vert,0,13,0,0,0,1,18.176571428571428,2.4512636853654084,3.58351893845611,7.919719760924575
127,Yaounde,Bastos II Yaoundé,Ngoa Ekele,18.0,5.308,1300.0,1400.0,2000.0,17h–18h,vert,0,17,1,0,0,1,17.693333333333335,1.8418186691007918,2.9444389791664403,7.170888478512505
128,Yaounde,Fecafoot,Mvolyé,18.0,12.438,1200.0,1500.0,2400.0,17h–18h,vert,0,17,1,0,0,1,41.46,2.5980865144979584,2.9444389791664403,7.0909098220799835
129,Yaounde,Mosquée d'Etoudi Descente Cimetière,Chefferie Elende,65.0,14.668,4100.0,4700.0,6000.0,07h–08h,orange,0,7,1,0,2,1,13.539692307692308,2.751620415803585,4.189654742026425,8.31898612539206
130,Yaounde,Bastos,Camp SIC Olembé,37.0,12.845,2200.0,2750.0,4750.0,18h–19h,vert,0,18,1,0,0,1,20.82972972972973,2.627924156622925,3.6375861597263857,7.696667081526462
131,Yaounde,Musée National,Mairie Tsinga,13.0,3.447,700.0,950.0,,08h–09h,vert,0,8,1,0,0,1,15.909230769230769,1.4922297115285594,2.6390573296152584,6.55250788703459
132,Yaounde,Lycee de Biyemassi,Nkomo Résidence Des Palmiers,25.0,8.393,2600.0,2800.0,3250.0,15h–16h,jaune,0,15,0,0,1,1,20.1432,2.2399647310123783,3.258096538021482,7.8636512654486515
133,Yaounde,Rue 5.549,Fond National de l'Emploi,21.0,1.759,1800.0,,,13h–14h,vert,0,13,0,0,0,1,5.025714285714286,1.014868295235149,3.091042453358316,7.496097345175956
134,Yaounde,Garranty Express Biyemassi,Amour Shopping,3.0,5.746,550.0,,800.0,23h–24h,vert,0,23,0,1,0,1,114.92,1.9089497366394585,1.3862943611198906,6.311734809152915
135,Yaounde,Lycée de Nkoleton,Nkol Eton,5.0,1.101,550.0,600.0,700.0,02h–03h,vert,0,2,0,1,0,1,13.212,0.7424134218628634,1.791759469228055,6.311734809152915
